date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:04	113855/113855	---M-Z	200	added ('OK')	text/html	etag:%221bcbf-5e15065516ac3-gzip%22	https://coderthemes.com/ubold/layouts/creative/dashboard-2.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/dashboard-2.html	(from )
15:20:05	278/278	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Sep%202022%2008:20:00%20GMT	https://coderthemes.com/robots.txt		(from )
15:20:05	692/692	---M-Z	200	added ('OK')	text/css	etag:%222b4-5e1506f2a8b6f-gzip%22	https://coderthemes.com/ubold/layouts/creative/assets/libs/admin-resources/jquery.vectormap/jquery-jvectormap-1.2.2.css	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/libs/admin-resources/jquery.vectormap/jquery-jvectormap-1.2.2.css	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:06	247156/247156	---M-Z	200	added ('OK')	text/css	etag:%223c574-5e1506f29146f-gzip%22	https://coderthemes.com/ubold/layouts/creative/assets/css/bootstrap.min.css	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/css/bootstrap.min.css	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:06	115407/115407	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221c2cf-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/favicon.ico	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/favicon.ico	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:08	187239/187239	---M-Z	200	added ('OK')	text/css	etag:%222db67-5e1506f2904cf-gzip%22	https://coderthemes.com/ubold/layouts/creative/assets/css/app.min.css	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/css/app.min.css	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:08	120/120	---M-Z	200	added ('OK')	application/javascript	etag:%2278-5e1506f2a6c2f-gzip%22	https://coderthemes.com/ubold/layouts/creative/assets/js/head.js	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/js/head.js	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:08	471205/471205	---MCZ	200	added ('OK')	text/css	etag:%22730a5-5e1506f29146f-gzip%22	https://coderthemes.com/ubold/layouts/creative/assets/css/icons.min.css	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/css/icons.min.css	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:08	2967/2967	---M--	200	added ('OK')	image/jpeg	etag:%22b97-5e1506f2a5c8f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/users/user-2.jpg	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/users/user-2.jpg	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:08	3773/3773	---M--	200	added ('OK')	image/jpeg	etag:%22ebd-5e1506f2a6c2f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/users/user-5.jpg	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/users/user-5.jpg	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:09	2276/2276	---M--	200	added ('OK')	image/png	etag:%228e4-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/brands/slack.png	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/brands/slack.png	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:09	1425/1425	---M--	200	added ('OK')	image/png	etag:%22591-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/brands/github.png	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/brands/github.png	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:09	911/911	---M--	200	added ('OK')	image/png	etag:%2238f-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/brands/dribbble.png	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/brands/dribbble.png	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:09	701/701	---M--	200	added ('OK')	image/png	etag:%222bd-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/brands/bitbucket.png	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/brands/bitbucket.png	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:10	772/772	---M--	200	added ('OK')	image/png	etag:%22304-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/brands/dropbox.png	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/brands/dropbox.png	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:10	3416/3416	---M--	200	added ('OK')	image/png	etag:%22d58-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/brands/g-suite.png	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/brands/g-suite.png	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:10	1485/1485	---M--	200	added ('OK')	image/jpeg	etag:%225cd-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/flags/us.jpg	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/flags/us.jpg	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:10	698/698	---M--	200	added ('OK')	image/jpeg	etag:%222ba-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/flags/germany.jpg	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/flags/germany.jpg	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:11	703/703	---M--	200	added ('OK')	image/jpeg	etag:%222bf-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/flags/italy.jpg	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/flags/italy.jpg	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:11	1169/1169	---M--	200	added ('OK')	image/jpeg	etag:%22491-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/flags/spain.jpg	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/flags/spain.jpg	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:11	637/637	---M--	200	added ('OK')	image/jpeg	etag:%2227d-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/flags/russia.jpg	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/flags/russia.jpg	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:11	5274/5274	---M--	200	added ('OK')	image/jpeg	etag:%22149a-5e1506f2a5c8f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/users/user-1.jpg	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/users/user-1.jpg	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:11	5688/5688	---M--	200	added ('OK')	image/jpeg	etag:%221638-5e1506f2a6c2f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/users/user-4.jpg	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/users/user-4.jpg	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:12	124162/124162	---M-Z	200	added ('OK')	text/html	etag:%221e502-5e1506551c883-gzip%22	https://coderthemes.com/ubold/layouts/creative/index.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/index.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:13	2723/2723	---M--	200	added ('OK')	image/png	etag:%22aa3-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/logo-sm.png	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/logo-sm.png	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:13	4905/4905	---M--	200	added ('OK')	image/png	etag:%221329-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/logo-dark.png	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/logo-dark.png	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:13	4904/4904	---M--	200	added ('OK')	image/png	etag:%221328-5e1506f2a1e0f%22	https://coderthemes.com/ubold/layouts/creative/assets/images/logo-light.png	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/assets/images/logo-light.png	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:13	116726/116726	---M-Z	200	added ('OK')	text/html	etag:%221c7f6-5e15065516ac3-gzip%22	https://coderthemes.com/ubold/layouts/creative/dashboard-3.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/dashboard-3.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:14	118174/118174	---M-Z	200	added ('OK')	text/html	etag:%221cd9e-5e15065516ac3-gzip%22	https://coderthemes.com/ubold/layouts/creative/dashboard-4.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/dashboard-4.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:14	98867/98867	---M-Z	200	added ('OK')	text/html	etag:%2218233-5e1506550de23-gzip%22	https://coderthemes.com/ubold/layouts/creative/apps-calendar.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/apps-calendar.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:14	129666/129666	---M-Z	200	added ('OK')	text/html	etag:%221fa82-5e1506550edc3-gzip%22	https://coderthemes.com/ubold/layouts/creative/apps-chat.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/apps-chat.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:14	116228/116228	---M-Z	200	added ('OK')	text/html	etag:%221c604-5e15065517a63-gzip%22	https://coderthemes.com/ubold/layouts/creative/ecommerce-dashboard.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ecommerce-dashboard.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:15	115780/115780	---M-Z	200	added ('OK')	text/html	etag:%221c444-5e15065518a03-gzip%22	https://coderthemes.com/ubold/layouts/creative/ecommerce-products.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ecommerce-products.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:15	107191/107191	---M-Z	200	added ('OK')	text/html	etag:%221a2b7-5e15065517a63-gzip%22	https://coderthemes.com/ubold/layouts/creative/ecommerce-product-detail.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ecommerce-product-detail.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:15	102416/102416	---M-Z	200	added ('OK')	text/html	etag:%2219010-5e15065518a03-gzip%22	https://coderthemes.com/ubold/layouts/creative/ecommerce-product-edit.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ecommerce-product-edit.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:15	123803/123803	---M-Z	200	added ('OK')	text/html	etag:%221e39b-5e15065517a63-gzip%22	https://coderthemes.com/ubold/layouts/creative/ecommerce-customers.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ecommerce-customers.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:15	125667/125667	---M-Z	200	added ('OK')	text/html	etag:%221eae3-5e15065517a63-gzip%22	https://coderthemes.com/ubold/layouts/creative/ecommerce-orders.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ecommerce-orders.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:16	100736/100736	---M-Z	200	added ('OK')	text/html	etag:%2218980-5e15065517a63-gzip%22	https://coderthemes.com/ubold/layouts/creative/ecommerce-order-detail.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ecommerce-order-detail.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:16	122751/122751	---M-Z	200	added ('OK')	text/html	etag:%221df7f-5e15065518a03-gzip%22	https://coderthemes.com/ubold/layouts/creative/ecommerce-sellers.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ecommerce-sellers.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:16	105638/105638	---M-Z	200	added ('OK')	text/html	etag:%2219ca6-5e15065516ac3-gzip%22	https://coderthemes.com/ubold/layouts/creative/ecommerce-cart.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ecommerce-cart.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:17	153334/153334	---M-Z	200	added ('OK')	text/html	etag:%22256f6-5e15065516ac3-gzip%22	https://coderthemes.com/ubold/layouts/creative/ecommerce-checkout.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ecommerce-checkout.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:17	125661/125661	---M-Z	200	added ('OK')	text/html	etag:%221eadd-5e15065518a03-gzip%22	https://coderthemes.com/ubold/layouts/creative/email-inbox.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/email-inbox.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:17	108069/108069	---M-Z	200	added ('OK')	text/html	etag:%221a625-5e15065518a03-gzip%22	https://coderthemes.com/ubold/layouts/creative/email-read.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/email-read.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:17	101743/101743	---M-Z	200	added ('OK')	text/html	etag:%2218d6f-5e15065518a03-gzip%22	https://coderthemes.com/ubold/layouts/creative/email-compose.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/email-compose.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:17	91688/91688	---M-Z	200	added ('OK')	text/html	etag:%2216628-5e15065518a03-gzip%22	https://coderthemes.com/ubold/layouts/creative/email-templates.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/email-templates.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:17	114391/114391	---M-Z	200	added ('OK')	text/html	etag:%221bed7-5e15065514b83-gzip%22	https://coderthemes.com/ubold/layouts/creative/crm-dashboard.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/crm-dashboard.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:18	117475/117475	---M-Z	200	added ('OK')	text/html	etag:%221cae3-5e15065514b83-gzip%22	https://coderthemes.com/ubold/layouts/creative/crm-contacts.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/crm-contacts.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:18	110063/110063	---M-Z	200	added ('OK')	text/html	etag:%221adef-5e15065514b83-gzip%22	https://coderthemes.com/ubold/layouts/creative/crm-opportunities.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/crm-opportunities.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:18	111022/111022	---M-Z	200	added ('OK')	text/html	etag:%221b1ae-5e15065514b83-gzip%22	https://coderthemes.com/ubold/layouts/creative/crm-leads.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/crm-leads.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:18	128080/128080	---M-Z	200	added ('OK')	text/html	etag:%221f450-5e15065514b83-gzip%22	https://coderthemes.com/ubold/layouts/creative/crm-customers.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/crm-customers.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:19	126690/126690	---M-Z	200	added ('OK')	text/html	etag:%221eee2-5e1506550edc3-gzip%22	https://coderthemes.com/ubold/layouts/creative/apps-social-feed.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/apps-social-feed.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:19	107006/107006	---M-Z	200	added ('OK')	text/html	etag:%221a1fe-5e1506550edc3-gzip%22	https://coderthemes.com/ubold/layouts/creative/apps-companies.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/apps-companies.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:19	124128/124128	---M-Z	200	added ('OK')	text/html	etag:%221e4e0-5e1506551e7c3-gzip%22	https://coderthemes.com/ubold/layouts/creative/project-list.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/project-list.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:19	116242/116242	---M-Z	200	added ('OK')	text/html	etag:%221c612-5e1506551e7c3-gzip%22	https://coderthemes.com/ubold/layouts/creative/project-detail.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/project-detail.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:19	104170/104170	---M-Z	200	added ('OK')	text/html	etag:%22196ea-5e1506551e7c3-gzip%22	https://coderthemes.com/ubold/layouts/creative/project-create.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/project-create.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:20	170767/170767	---M-Z	200	added ('OK')	text/html	etag:%2229b0f-5e15065520703-gzip%22	https://coderthemes.com/ubold/layouts/creative/task-list.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/task-list.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:20	114961/114961	---M-Z	200	added ('OK')	text/html	etag:%221c111-5e15065520703-gzip%22	https://coderthemes.com/ubold/layouts/creative/task-details.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/task-details.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:20	118323/118323	---M-Z	200	added ('OK')	text/html	etag:%221ce33-5e15065520703-gzip%22	https://coderthemes.com/ubold/layouts/creative/task-kanban-board.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/task-kanban-board.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:20	120999/120999	---M-Z	200	added ('OK')	text/html	etag:%221d8a7-5e15065512c43-gzip%22	https://coderthemes.com/ubold/layouts/creative/contacts-list.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/contacts-list.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:21	131670/131670	---M-Z	200	added ('OK')	text/html	etag:%2220256-5e15065514b83-gzip%22	https://coderthemes.com/ubold/layouts/creative/contacts-profile.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/contacts-profile.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:21	153892/153892	---M-Z	200	added ('OK')	text/html	etag:%2225924-5e150655216a3-gzip%22	https://coderthemes.com/ubold/layouts/creative/tickets-list.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/tickets-list.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:21	109404/109404	---M-Z	200	added ('OK')	text/html	etag:%221ab5c-5e150655216a3-gzip%22	https://coderthemes.com/ubold/layouts/creative/tickets-detail.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/tickets-detail.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:21	133965/133965	---M-Z	200	added ('OK')	text/html	etag:%2220b4d-5e1506550edc3-gzip%22	https://coderthemes.com/ubold/layouts/creative/apps-file-manager.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/apps-file-manager.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:22	125085/125085	---M-Z	200	added ('OK')	text/html	etag:%221e89d-5e150655216a3-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-buttons.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-buttons.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:22	134127/134127	---M-Z	200	added ('OK')	text/html	etag:%2220bef-5e150655216a3-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-cards.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-cards.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:22	106287/106287	---M-Z	200	added ('OK')	text/html	etag:%2219f2f-5e150655216a3-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-avatars.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-avatars.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:22	105735/105735	---M-Z	200	added ('OK')	text/html	etag:%2219d07-5e15065522643-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-portlets.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-portlets.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:22	137094/137094	---M-Z	200	added ('OK')	text/html	etag:%2221786-5e150655235e3-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-tabs-accordions.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-tabs-accordions.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:23	154170/154170	---M-Z	200	added ('OK')	text/html	etag:%2225a3a-5e15065522643-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-modals.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-modals.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:23	103631/103631	---M-Z	200	added ('OK')	text/html	etag:%22194cf-5e15065522643-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-progress.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-progress.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:23	128667/128667	---M-Z	200	added ('OK')	text/html	etag:%221f69b-5e15065522643-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-notifications.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-notifications.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:23	98865/98865	---M-Z	200	added ('OK')	text/html	etag:%2218231-5e15065522643-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-placeholders.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-placeholders.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:24	110655/110655	---M-Z	200	added ('OK')	text/html	etag:%221b03f-5e15065522643-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-offcanvas.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-offcanvas.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:24	102938/102938	---M-Z	200	added ('OK')	text/html	etag:%221921a-5e150655235e3-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-spinners.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-spinners.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:24	96268/96268	---M-Z	200	added ('OK')	text/html	etag:%221780c-5e15065522643-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-images.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-images.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:24	106253/106253	---M-Z	200	added ('OK')	text/html	etag:%2219f0d-5e150655216a3-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-carousel.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-carousel.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
15:20:24	114185/114185	---M-Z	200	added ('OK')	text/html	etag:%221be09-5e15065522643-gzip%22	https://coderthemes.com/ubold/layouts/creative/ui-list-group.html	C:/Users/khaing/OneDrive/Desktop/THEME/ubold_theme/coderthemes.com/ubold/layouts/creative/ui-list-group.html	(from https://coderthemes.com/ubold/layouts/creative/dashboard-2.html)
